bid,ask,mid,last,underlying_price,open_interest,iv,delta,gamma,theta,vega,symbol,expiration_date,strike,option_type,option_symbol
6.75,6.85,6.8,6.7,196.98,7883,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
5.7,5.85,5.78,5.8,193.16,7935,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
7.4,7.8,7.6,7.5,199.74,7947,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
9.25,9.45,9.35,9.6,204.6,8349,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
10.4,10.65,10.52,10.62,208.37,8378,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
10.35,11.0,10.68,10.45,209.28,8379,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
10.8,10.9,10.85,10.9,210.14,8437,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
11.1,11.2,11.15,11.4,211.21,8497,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
12.05,12.3,12.18,12.5,212.5,8631,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
11.8,12.25,12.02,12.16,213.32,8666,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
7.1,7.25,7.18,7.1,205.35,8764,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
5.05,5.15,5.1,5.1,198.89,9024,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
4.85,4.95,4.9,5.05,198.51,9221,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
4.1,4.25,4.18,4.1,196.25,9314,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
4.35,4.45,4.4,4.35,197.49,9249,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
4.25,4.35,4.3,4.39,198.53,9407,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
8.05,8.15,8.1,8.05,210.79,9622,,,,,,AAPL,2025-07-18,215.0,C,AAPL250718C00215000
18.0,21.8,19.9,18.6,202.52,4807,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
19.2,19.95,19.58,18.8,202.14,4792,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
24.9,25.25,25.08,25.39,194.27,4792,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
22.95,23.55,23.25,23.43,196.98,4796,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
25.75,26.6,26.18,28.08,193.16,4794,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
20.65,23.6,22.12,20.67,199.74,4798,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
17.65,18.7,18.18,18.25,204.6,4792,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
15.3,15.65,15.48,15.55,208.37,4798,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
12.95,14.6,13.78,14.45,209.28,5767,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
13.85,14.0,13.92,13.35,210.14,5826,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
13.2,13.35,13.28,13.15,211.21,5844,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
12.95,13.2,13.08,12.7,212.5,5848,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
11.0,12.7,11.85,11.95,213.32,5928,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
14.85,15.55,15.2,15.6,205.35,6475,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
19.35,19.95,19.65,19.5,198.89,6492,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
18.9,20.7,19.8,19.8,198.51,6481,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
21.35,21.9,21.62,21.8,196.25,6456,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
20.45,20.85,20.65,20.64,197.49,6445,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
19.35,19.9,19.62,20.2,198.53,6449,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
10.55,10.7,10.62,11.05,210.79,6446,,,,,,AAPL,2025-07-18,215.0,P,AAPL250718P00215000
7.65,7.8,7.72,7.82,202.52,5261,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
6.65,6.75,6.7,6.65,202.14,4726,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
4.55,4.7,4.62,4.65,194.27,5036,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
5.1,5.25,5.18,5.15,196.98,5218,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
4.3,4.5,4.4,4.51,193.16,5561,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
5.8,6.1,5.95,5.84,199.74,5937,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
7.3,7.4,7.35,7.3,204.6,6390,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
8.2,8.4,8.3,8.4,208.37,6445,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
7.55,8.2,7.88,8.1,209.28,6713,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
8.35,8.5,8.43,8.7,210.14,6800,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
8.65,8.8,8.72,8.63,211.21,6967,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
9.4,9.7,9.55,9.7,212.5,7187,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
9.15,9.95,9.55,9.4,213.32,7142,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
5.1,5.35,5.22,5.2,205.35,7228,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
3.65,3.75,3.7,3.65,198.89,7655,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
3.5,3.6,3.55,3.69,198.51,7660,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
2.94,3.05,3.0,3.05,196.25,7628,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
3.1,3.2,3.15,3.14,197.49,8891,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
3.05,3.1,3.08,3.08,198.53,9243,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
5.85,5.95,5.9,5.85,210.79,10169,,,,,,AAPL,2025-07-18,220.0,C,AAPL250718C00220000
22.1,24.7,23.4,21.35,202.52,5064,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
22.55,23.15,22.85,22.4,202.14,5084,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
28.55,28.9,28.72,28.5,194.27,5126,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
26.35,27.25,26.8,26.42,196.98,5073,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
29.65,30.05,29.85,30.75,193.16,5066,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
23.1,25.3,24.2,24.51,199.74,5046,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
20.85,21.85,21.35,19.24,204.6,5231,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
18.1,18.45,18.27,18.85,208.37,5226,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
15.65,18.15,16.9,18.45,209.28,5231,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
16.35,16.7,16.52,16.05,210.14,5301,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
15.4,16.3,15.85,15.64,211.21,5309,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
15.45,15.7,15.58,15.6,212.5,5319,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
14.85,15.45,15.15,15.06,213.32,5263,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
18.35,18.7,18.52,19.4,205.35,5261,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
23.15,23.7,23.42,23.35,198.89,5175,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
23.6,24.1,23.85,23.0,198.51,5178,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
25.25,25.9,25.58,25.5,196.25,5189,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
24.1,24.65,24.38,24.17,197.49,5201,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
23.3,23.65,23.48,23.55,198.53,5201,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
13.4,13.55,13.48,13.98,210.79,5230,,,,,,AAPL,2025-07-18,220.0,P,AAPL250718P00220000
6.0,7.1,6.55,6.1,202.52,7157,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
5.05,5.15,5.1,5.2,202.14,7420,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
3.4,3.5,3.45,3.45,194.27,7687,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
3.85,4.0,3.92,3.91,196.98,8495,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
3.3,3.4,3.35,3.35,193.16,8626,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
4.4,4.95,4.68,4.5,199.74,8847,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
5.55,5.7,5.62,5.75,204.6,9531,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
6.4,6.5,6.45,6.55,208.37,9159,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
5.3,6.25,5.78,6.25,209.28,9187,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
6.4,6.55,6.48,6.7,210.14,9252,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
6.55,6.7,6.62,6.65,211.21,9235,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
7.25,7.5,7.38,7.61,212.5,9348,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
5.05,7.5,6.28,7.3,213.32,9400,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
3.65,3.85,3.75,3.84,205.35,9698,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
2.59,2.65,2.62,2.6,198.89,10170,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
2.52,2.57,2.54,2.63,198.51,10757,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
2.07,2.14,2.1,2.13,196.25,12252,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
2.23,2.29,2.26,2.26,197.49,12428,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
2.14,2.2,2.17,2.18,198.53,13061,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
4.1,4.2,4.15,4.1,210.79,13199,,,,,,AAPL,2025-07-18,225.0,C,AAPL250718C00225000
24.5,27.0,25.75,26.7,202.52,3670,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
25.85,26.65,26.25,26.6,202.14,3677,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
32.5,33.05,32.78,32.75,194.27,3663,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
30.3,30.7,30.5,30.16,196.98,3669,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
33.5,34.1,33.8,34.56,193.16,3670,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
26.75,30.2,28.48,27.72,199.74,3676,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
22.75,25.35,24.05,23.75,204.6,3674,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
20.85,21.65,21.25,21.92,208.37,3673,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
18.25,20.55,19.4,20.3,209.28,3671,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
19.45,20.0,19.73,19.66,210.14,3640,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
18.65,19.1,18.88,18.65,211.21,3640,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
18.05,18.75,18.4,19.35,212.5,3652,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
17.4,18.75,18.08,17.1,213.32,3663,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
21.95,22.4,22.18,22.43,205.35,3657,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
27.15,27.75,27.45,26.43,198.89,3628,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
26.05,29.1,27.58,26.7,198.51,3635,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
29.45,30.9,30.18,29.65,196.25,3617,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
28.45,28.95,28.7,26.75,197.49,3632,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
27.5,27.95,27.72,28.17,198.53,3721,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
16.65,16.95,16.8,17.15,210.79,3711,,,,,,AAPL,2025-07-18,225.0,P,AAPL250718P00225000
4.6,4.7,4.65,4.65,202.52,6032,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
3.75,3.9,3.82,3.85,202.14,46389,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
2.5,2.59,2.54,2.53,194.27,46830,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
2.85,2.95,2.9,2.79,196.98,47104,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
2.45,2.53,2.49,2.5,193.16,47132,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
3.25,3.45,3.35,3.35,199.74,47750,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
4.15,4.35,4.25,4.34,204.6,47775,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
4.8,4.95,4.88,4.9,208.37,47845,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
4.55,5.0,4.78,4.66,209.28,47952,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
4.75,4.9,4.82,5.04,210.14,48026,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
4.85,4.95,4.9,4.95,211.21,48265,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
5.4,5.65,5.52,5.55,212.5,48634,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
5.3,6.0,5.65,5.45,213.32,48715,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
2.62,2.7,2.66,2.72,205.35,48588,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
1.84,1.88,1.86,1.86,198.89,49406,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
1.79,1.83,1.81,1.87,198.51,50365,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
1.44,1.53,1.48,1.48,196.25,50810,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
1.6,1.63,1.62,1.62,197.49,51958,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
1.5,1.54,1.52,1.52,198.53,51581,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
2.82,2.86,2.84,2.83,210.79,51671,,,,,,AAPL,2025-07-18,230.0,C,AAPL250718C00230000
29.1,31.6,30.35,28.62,202.52,3625,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
29.7,30.45,30.08,29.7,202.14,3639,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
36.65,37.25,36.95,35.15,194.27,3641,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
34.3,35.2,34.75,34.2,196.98,3635,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
37.8,38.3,38.05,38.68,193.16,3625,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
32.05,34.65,33.35,31.65,199.74,3692,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
28.2,28.6,28.4,27.69,204.6,3687,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
24.15,25.8,24.98,24.6,208.37,3688,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
22.0,24.1,23.05,24.45,209.28,3688,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
22.95,23.35,23.15,23.03,210.14,3685,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
22.0,22.5,22.25,22.3,211.21,3682,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
21.0,22.25,21.62,22.3,212.5,3699,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
20.7,21.55,21.12,21.28,213.32,3699,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
25.75,26.5,26.12,27.1,205.35,3725,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
31.6,32.15,31.88,31.1,198.89,3708,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
31.15,33.5,32.33,30.95,198.51,3709,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
34.0,35.6,34.8,34.21,196.25,3710,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
32.95,33.4,33.17,33.23,197.49,3698,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
32.0,32.45,32.22,32.81,198.53,3728,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
20.3,20.8,20.55,20.73,210.79,3733,,,,,,AAPL,2025-07-18,230.0,P,AAPL250718P00230000
3.45,4.1,3.78,3.47,202.52,3764,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
2.79,2.87,2.83,2.91,202.14,4035,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.85,1.91,1.88,1.93,194.27,4129,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
2.1,2.18,2.14,2.14,196.98,4158,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.81,1.9,1.86,1.77,193.16,4176,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
2.24,2.53,2.38,2.4,199.74,4131,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
3.1,3.3,3.2,3.3,204.6,4386,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
3.6,3.7,3.65,3.7,208.37,4705,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
3.2,3.45,3.32,3.3,209.28,5212,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
3.5,3.6,3.55,3.52,210.14,5235,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
3.5,3.6,3.55,3.55,211.21,5436,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
4.0,4.2,4.1,4.13,212.5,5717,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
3.6,4.15,3.88,4.0,213.32,5998,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.8,1.91,1.86,1.86,205.35,7880,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.3,1.34,1.32,1.32,198.89,8244,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.28,1.31,1.3,1.32,198.51,8413,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.04,1.1,1.07,1.14,196.25,8494,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.14,1.19,1.16,1.12,197.49,8544,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.07,1.1,1.08,1.09,198.53,9837,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
1.91,1.93,1.92,1.91,210.79,9986,,,,,,AAPL,2025-07-18,235.0,C,AAPL250718C00235000
32.15,34.75,33.45,32.45,202.52,2390,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
33.8,34.55,34.17,33.72,202.14,2393,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
41.05,41.8,41.42,42.0,194.27,2397,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
38.05,39.3,38.67,38.6,196.98,2401,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
42.25,43.25,42.75,43.59,193.16,2401,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
36.05,36.95,36.5,36.75,199.74,2401,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
32.05,32.85,32.45,31.95,204.6,2401,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
28.5,29.2,28.85,28.93,208.37,2400,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
27.5,28.15,27.82,28.6,209.28,2400,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
26.75,27.25,27.0,28.6,210.14,2400,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
25.5,26.75,26.12,25.5,211.21,2400,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
24.7,25.9,25.3,27.02,212.5,2400,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
24.3,25.4,24.85,25.25,213.32,2399,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
30.2,30.95,30.58,30.6,205.35,2402,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
36.05,37.1,36.58,36.75,198.89,2402,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
35.75,38.3,37.02,35.55,198.51,2403,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
38.65,40.95,39.8,36.55,196.25,2410,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
37.7,38.15,37.92,36.1,197.49,2408,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
36.65,37.25,36.95,36.6,198.53,2408,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
24.7,25.05,24.88,25.19,210.79,2414,,,,,,AAPL,2025-07-18,235.0,P,AAPL250718P00235000
